kabupaten_kota,kecamatan,desa,dimensi_sosial,dimensi_ekonomi,dimensi_lingkungan,skor_idm,status_idm
Kab. Deli Serdang,Sunggal,Sumber Melati Diski,0.8686,0.8833,0.6667,0.8062,Maju
Kab. Deli Serdang,Sunggal,Tanjung Gusta,0.8629,0.7167,0.6,0.7265,Maju
Kab. Deli Serdang,Sunggal,Helvetia,0.8114,0.7667,0.6667,0.7483,Maju
Kab. Deli Serdang,Sunggal,Medan Krio,0.9029,0.75,0.8,0.8176,Mandiri
Kab. Deli Serdang,Sunggal,Sei Mencirim,0.92,0.8833,0.6667,0.8233,Mandiri
Kab. Deli Serdang,Sunggal,Sukamaju,0.8629,0.65,0.6667,0.7265,Maju
Kab. Deli Serdang,Sunggal,Sunggal Kanan,0.8286,0.7,0.6667,0.7317,Maju
Kab. Deli Serdang,Sunggal,Serbajadi,0.7829,0.5833,0.6,0.6554,Berkembang
Kab. Deli Serdang,Sunggal,Telaga Sari,0.8971,0.5333,0.8667,0.7657,Maju
Kab. Deli Serdang,Sunggal,Tanjung Selamat,0.8743,0.9333,0.6667,0.8248,Mandiri
Kab. Deli Serdang,Sunggal,Sei Beras Sekata,0.7086,0.65,0.6667,0.6751,Berkembang
Kab. Deli Serdang,Hamparan Perak,Hamparan Perak,0.9257,0.9667,0.7333,0.8752,Mandiri
Kab. Deli Serdang,Hamparan Perak,Sei Baharu,0.7829,0.5167,0.6,0.6332,Berkembang
Kab. Deli Serdang,Hamparan Perak,Klumpang Kebun,0.9314,0.8,0.5333,0.7549,Maju
Kab. Deli Serdang,Hamparan Perak,Klumpang Kampung,0.8571,0.8333,0.6,0.7635,Maju
Kab. Deli Serdang,Hamparan Perak,Klambir Lima Kampung,0.8514,0.9,0.6,0.7838,Maju
Kab. Deli Serdang,Hamparan Perak,Tandam Hulu Ii,0.8971,0.9667,0.6,0.8213,Mandiri
Kab. Deli Serdang,Hamparan Perak,Klambir,0.88,0.9333,0.5333,0.7822,Maju
Kab. Deli Serdang,Hamparan Perak,Selemak,0.8571,0.7333,0.6,0.7302,Maju
Kab. Deli Serdang,Hamparan Perak,Klambir Lima Kebun,0.9486,0.9333,0.6667,0.8495,Mandiri
Kab. Deli Serdang,Hamparan Perak,Sialang Muda,0.6457,0.5667,0.6,0.6041,Berkembang
Kab. Deli Serdang,Hamparan Perak,Paya Bakung,0.9371,0.7667,0.9333,0.879,Mandiri
Kab. Deli Serdang,Hamparan Perak,Tandem Hulu I,0.76,0.6333,0.6667,0.6867,Berkembang
Kab. Deli Serdang,Hamparan Perak,Tandem Hilir I,0.9371,0.8833,0.6667,0.829,Mandiri
Kab. Deli Serdang,Hamparan Perak,Tandam Hilir Ii,0.8343,0.6167,0.8667,0.7725,Maju
Kab. Deli Serdang,Hamparan Perak,Kota Datar,0.8114,0.5333,0.6667,0.6705,Berkembang
Kab. Deli Serdang,Hamparan Perak,Bulu Cina,0.8914,0.9333,0.9333,0.9194,Mandiri
Kab. Deli Serdang,Hamparan Perak,Kota Rantang,0.88,0.7333,0.5333,0.7156,Maju
Kab. Deli Serdang,Hamparan Perak,Paluh Manan,0.76,0.6333,0.6667,0.6867,Berkembang
Kab. Deli Serdang,Hamparan Perak,Lama,0.9371,0.6167,0.6,0.7179,Maju
Kab. Deli Serdang,Hamparan Perak,Paluh Kurau,0.7943,0.5833,0.6,0.6592,Berkembang
Kab. Deli Serdang,Labuhan Deli,Helvetia,0.7943,0.8333,0.5333,0.7203,Maju
Kab. Deli Serdang,Labuhan Deli,Manunggal,0.8686,0.8,0.4667,0.7117,Maju
Kab. Deli Serdang,Labuhan Deli,Pematang Johar,0.8571,0.6833,0.4,0.6468,Berkembang
Kab. Deli Serdang,Labuhan Deli,Karang Gading,0.7771,0.5333,0.6667,0.659,Berkembang
Kab. Deli Serdang,Labuhan Deli,Telaga Tujuh,0.8343,0.45,0.5333,0.6059,Berkembang
Kab. Deli Serdang,Percut Sei Tuan,Pematang Lalang,0.7943,0.4167,0.6667,0.6259,Berkembang
Kab. Deli Serdang,Percut Sei Tuan,Sambirejo Timur,0.8514,0.6167,0.6,0.6894,Berkembang
Kab. Deli Serdang,Percut Sei Tuan,Kolam,0.8686,0.7667,0.6667,0.7673,Maju
Kab. Deli Serdang,Percut Sei Tuan,Percut,0.8571,0.8167,0.4667,0.7135,Maju
Kab. Deli Serdang,Percut Sei Tuan,Laut Dendang,0.8914,0.7833,0.6,0.7583,Maju
Kab. Deli Serdang,Percut Sei Tuan,Tembung,0.8914,0.8667,0.9333,0.8971,Mandiri
Kab. Deli Serdang,Percut Sei Tuan,Cinta Rakyat,0.8857,0.7667,0.6667,0.773,Maju
Kab. Deli Serdang,Percut Sei Tuan,Amplas,0.84,0.5667,0.6667,0.6911,Berkembang
Kab. Deli Serdang,Percut Sei Tuan,Saentis,0.88,0.7167,0.5333,0.71,Maju
Kab. Deli Serdang,Percut Sei Tuan,Sampali,0.9714,0.9167,0.6,0.8294,Mandiri
Kab. Deli Serdang,Percut Sei Tuan,Bandar Khalipah,0.9029,0.8167,0.6667,0.7954,Maju
Kab. Deli Serdang,Percut Sei Tuan,Bandar Klippa,0.8857,0.8833,0.8,0.8563,Mandiri
Kab. Deli Serdang,Percut Sei Tuan,Tanjung Selamat,0.7543,0.6,0.5333,0.6292,Berkembang
Kab. Deli Serdang,Percut Sei Tuan,Tanjung Rejo,0.8629,0.6833,0.7333,0.7598,Maju
Kab. Deli Serdang,Percut Sei Tuan,Medan Estate,0.88,0.9833,0.6667,0.8433,Mandiri
Kab. Deli Serdang,Percut Sei Tuan,Cinta Damai,0.6914,0.6,0.6667,0.6527,Berkembang
Kab. Deli Serdang,Percut Sei Tuan,Bandar Setia,0.8343,0.7667,0.6667,0.7559,Maju
Kab. Deli Serdang,Percut Sei Tuan,Sei Rotan,0.88,0.7167,0.6667,0.7544,Maju
Kab. Deli Serdang,Batang Kuis,Sena,0.8514,0.6833,0.8,0.7783,Maju
Kab. Deli Serdang,Batang Kuis,Tumpatan Nibung,0.8457,0.7667,0.6667,0.7597,Maju
Kab. Deli Serdang,Batang Kuis,Tanjung Sari,0.8686,0.7167,0.6667,0.7506,Maju
Kab. Deli Serdang,Batang Kuis,Baru,0.7714,0.5833,0.6,0.6516,Berkembang
Kab. Deli Serdang,Batang Kuis,Batangkuis Pekan,0.8514,0.8833,0.6667,0.8005,Maju
Kab. Deli Serdang,Batang Kuis,Sidodadi,0.7771,0.6333,0.6667,0.6924,Berkembang
Kab. Deli Serdang,Batang Kuis,Bintang Meriah,0.8,0.7667,0.8,0.7889,Maju
Kab. Deli Serdang,Batang Kuis,Bakaran Batu,0.7829,0.65,0.6,0.6776,Berkembang
Kab. Deli Serdang,Batang Kuis,Paya Gambar,0.7886,0.5333,0.6667,0.6629,Berkembang
Kab. Deli Serdang,Batang Kuis,Mesjid,0.72,0.5833,0.6,0.6344,Berkembang
Kab. Deli Serdang,Batang Kuis,Sugiharjo,0.9086,0.5667,0.9333,0.8029,Maju
Kab. Deli Serdang,Lubuk Pakam,Sekip,0.9371,0.8833,0.6,0.8068,Maju
Kab. Deli Serdang,Lubuk Pakam,Pagar Jati,0.8857,0.6167,0.8,0.7675,Maju
Kab. Deli Serdang,Lubuk Pakam,Tanjung Garbus I,0.9143,0.75,0.6667,0.777,Maju
Kab. Deli Serdang,Lubuk Pakam,Pasar Melintang,0.8343,0.6333,0.6667,0.7114,Maju
Kab. Deli Serdang,Lubuk Pakam,Pagar Merbau Iii,0.8857,0.6833,0.6,0.723,Maju
Kab. Deli Serdang,Lubuk Pakam,Bakaran Batu,0.8457,0.7667,0.6,0.7375,Maju
Kab. Deli Serdang,Pagar Merbau,Tanjung Mulia,0.8,0.6167,0.6667,0.6944,Berkembang
Kab. Deli Serdang,Pagar Merbau,Purwodadi,0.8,0.5833,0.6667,0.6833,Berkembang
Kab. Deli Serdang,Pagar Merbau,Sidodadi Batu 8,0.8,0.5833,0.6667,0.6833,Berkembang
Kab. Deli Serdang,Pagar Merbau,Suka Mulia,0.7886,0.5833,0.6667,0.6795,Berkembang
Kab. Deli Serdang,Pagar Merbau,Jati Rejo,0.8229,0.5833,0.6667,0.691,Berkembang
Kab. Deli Serdang,Pagar Merbau,Pagar Merbau I,0.8,0.6167,0.6667,0.6944,Berkembang
Kab. Deli Serdang,Pagar Merbau,Pagar Merbau Ii,0.8114,0.5667,0.6667,0.6816,Berkembang
Kab. Deli Serdang,Pagar Merbau,Sidoharjo-I Pasar Miring,0.8571,0.6167,0.6,0.6913,Berkembang
Kab. Deli Serdang,Pagar Merbau,Sidoharjo-I Jati Baru,0.7829,0.6333,0.6667,0.6943,Berkembang
Kab. Deli Serdang,Pagar Merbau,Bandar Dolok,0.7714,0.55,0.6667,0.6627,Berkembang
Kab. Deli Serdang,Pagar Merbau,Tanjung Garbus Ii,0.7543,0.5833,0.6667,0.6681,Berkembang
Kab. Deli Serdang,Pagar Merbau,Tanjung Garbus Kampung,0.7657,0.5667,0.6,0.6441,Berkembang
Kab. Deli Serdang,Pagar Merbau,Perbarakan,0.7943,0.55,0.5333,0.6259,Berkembang
Kab. Deli Serdang,Pagar Merbau,Sukamandi Hilir,0.7886,0.7,0.6667,0.7184,Maju
Kab. Deli Serdang,Pagar Merbau,Sukamandi Hulu,0.7771,0.7167,0.6667,0.7202,Maju
Kab. Deli Serdang,Pagar Merbau,Sumberejo,0.8343,0.6667,0.6667,0.7225,Maju
Kab. Deli Serdang,Pantai Labu,Sei Tuan,0.72,0.5833,0.6,0.6344,Berkembang
Kab. Deli Serdang,Pantai Labu,Tengah,0.8286,0.5833,0.6667,0.6929,Berkembang
Kab. Deli Serdang,Pantai Labu,Bagan Serdang,0.7657,0.65,0.6667,0.6941,Berkembang
Kab. Deli Serdang,Pantai Labu,Rantau Panjang,0.7886,0.7,0.6667,0.7184,Maju
Kab. Deli Serdang,Pantai Labu,Rugemuk,0.7771,0.65,0.4667,0.6313,Berkembang
Kab. Deli Serdang,Pantai Labu,Kubah Sentang,0.7714,0.65,0.6667,0.696,Berkembang
Kab. Deli Serdang,Pantai Labu,Pantai Labu Pekan,0.9543,0.95,0.6667,0.857,Mandiri
Kab. Deli Serdang,Pantai Labu,Pantai Labu Baru,0.7429,0.6333,0.6667,0.681,Berkembang
Kab. Deli Serdang,Pantai Labu,Ramunia 1,0.7886,0.5,0.6667,0.6517,Berkembang
Kab. Deli Serdang,Pantai Labu,Ramunia 2,0.8286,0.55,0.6667,0.6817,Berkembang
Kab. Deli Serdang,Pantai Labu,Perkebunan Ramunia,0.8971,0.6167,0.6667,0.7268,Maju
Kab. Deli Serdang,Pantai Labu,Denai Lama,0.8686,0.6167,0.6667,0.7173,Maju
Kab. Deli Serdang,Pantai Labu,Denai Kuala,0.7714,0.6333,0.4667,0.6238,Berkembang
Kab. Deli Serdang,Pantai Labu,Denai Sarang Burung,0.7486,0.6833,0.4667,0.6329,Berkembang
Kab. Deli Serdang,Pantai Labu,Binjai Bakung,0.8343,0.5833,0.6667,0.6948,Berkembang
Kab. Deli Serdang,Pantai Labu,Paluh Sibaji,0.8857,0.7,0.6667,0.7508,Maju
Kab. Deli Serdang,Pantai Labu,Kelambir,0.8514,0.5833,0.6667,0.7005,Berkembang
Kab. Deli Serdang,Pantai Labu,Durian,0.7314,0.6333,0.6667,0.6771,Berkembang
Kab. Deli Serdang,Pantai Labu,Pematang Biara,0.7943,0.5833,0.6667,0.6814,Berkembang
Kab. Deli Serdang,Beringin,Serdang,0.7086,0.4833,0.6667,0.6195,Berkembang
Kab. Deli Serdang,Beringin,Sidourip,0.8286,0.6667,0.6667,0.7206,Maju
Kab. Deli Serdang,Beringin,Aras Kabu,0.8286,0.6667,0.8,0.7651,Maju
Kab. Deli Serdang,Beringin,Pasar Vi Kuala Namu,0.7886,0.65,0.6667,0.7017,Berkembang
Kab. Deli Serdang,Beringin,Emplasmen Kuala Namu,0.8114,0.6,0.6667,0.6927,Berkembang
Kab. Deli Serdang,Beringin,Pasar V Kebun Kelapa,0.8971,0.5333,0.8667,0.7657,Maju
Kab. Deli Serdang,Beringin,Beringin,0.8629,0.8333,0.6667,0.7876,Maju
Kab. Deli Serdang,Beringin,Sidoarjo Ii Ramunia,0.8114,0.65,0.6667,0.7094,Maju
Kab. Deli Serdang,Beringin,Karang Anyar,0.84,0.8667,0.6667,0.7911,Maju
Kab. Deli Serdang,Beringin,Sidodadi Ramunia,0.8686,0.8167,0.8,0.8284,Mandiri
Kab. Deli Serdang,Beringin,Tumpatan,0.8629,0.6667,0.6667,0.7321,Maju
Kab. Agam,Tanjung Mutiara,Tiku Selatan,0.9029,0.95,0.9333,0.9287,Mandiri
Kab. Agam,Tanjung Mutiara,Tiku Utara,0.8171,0.6167,0.8667,0.7668,Maju
Kab. Agam,Tanjung Mutiara,Tiku Limo Jorong,0.9029,0.8333,0.7333,0.8232,Mandiri
Kab. Agam,Tanjung Mutiara,Durian Kapeh Darussalam,0.7257,0.5167,0.6667,0.6363,Berkembang
Kab. Agam,Lubuk Basung,Lubuk Basung,0.9657,1,0.8667,0.9441,Mandiri
Kab. Agam,Lubuk Basung,Garagahan,0.84,0.65,0.8,0.7633,Maju
Kab. Agam,Lubuk Basung,Kampung Pinang,0.8571,0.6833,1,0.8468,Mandiri
Kab. Agam,Lubuk Basung,Kampung Tangah,0.8686,0.7167,1,0.8617,Mandiri
Kab. Agam,Lubuk Basung,Manggopoh,0.9371,0.95,0.8667,0.9179,Mandiri
Kab. Agam,Tanjung Raya,Tanjung Sani,0.7943,0.6333,0.8667,0.7648,Maju
Kab. Agam,Tanjung Raya,Sungai Batang,0.8457,0.8333,0.8667,0.8486,Mandiri
Kab. Agam,Tanjung Raya,Maninjau,0.9771,0.8833,0.8667,0.909,Mandiri
Kab. Agam,Tanjung Raya,Bayua,0.9543,0.9167,0.8,0.8903,Mandiri
Kab. Agam,Tanjung Raya,Koto Kaciak,0.84,0.7833,0.8667,0.83,Mandiri
Kab. Agam,Tanjung Raya,Duo Koto,0.8914,0.8,0.8667,0.8527,Mandiri
Kab. Agam,Tanjung Raya,Koto Gadang Anam Koto,0.8514,0.6833,0.8,0.7783,Maju
Kab. Agam,Tanjung Raya,Koto Malintang,0.88,0.6333,0.8667,0.7933,Maju
Kab. Agam,Tanjung Raya,Paninjauan,0.84,0.7667,0.6667,0.7578,Maju
Kab. Agam,Tanjung Raya,Dalko,0.7486,0.6,0.8,0.7162,Maju
Kab. Agam,Matur,Matua Hilia,0.8629,0.85,0.6667,0.7932,Maju
Kab. Agam,Matur,Matua Mudiak,0.9314,0.85,0.8,0.8605,Mandiri
Kab. Agam,Matur,Tigo Balai,0.9029,0.8667,0.6667,0.8121,Maju
Kab. Agam,Matur,Lawang,0.9029,0.9333,0.6,0.8121,Maju
Kab. Agam,Matur,Parik Panjang,0.7771,0.6833,0.8,0.7535,Maju
Kab. Agam,Matur,Panta Pauah,0.7543,0.7333,0.6,0.6959,Berkembang
Kab. Agam,Iv Koto,Sungai Landia,0.8171,0.7167,0.9333,0.8224,Mandiri
Kab. Agam,Iv Koto,Balingka,0.8457,0.7,0.9333,0.8263,Mandiri
Kab. Agam,Iv Koto,Koto Tuo,0.8,0.8167,0.8667,0.8278,Mandiri
Kab. Agam,Iv Koto,Guguak Tabek Sarojo,0.7657,0.8,1,0.8552,Mandiri
Kab. Agam,Iv Koto,Koto Panjang,0.7029,0.7,0.9333,0.7787,Maju
Kab. Agam,Iv Koto,Sianok Anam Suku,0.7486,0.5833,1,0.7773,Maju
Kab. Agam,Iv Koto,Koto Gadang,0.7543,0.7833,0.9333,0.8237,Mandiri
Kab. Agam,Banuhampu,Padang Lua,0.8286,0.9833,0.9333,0.9151,Mandiri
Kab. Agam,Banuhampu,Taluak Ampek Suku,0.9143,0.8,0.8,0.8381,Mandiri
Kab. Agam,Banuhampu,Pakan Sinayan,0.8457,0.6667,0.8,0.7708,Maju
Kab. Agam,Banuhampu,Kubang Putiah,0.8571,0.7833,0.9333,0.8579,Mandiri
Kab. Agam,Banuhampu,Ladang Laweh,0.8971,0.8,0.8667,0.8546,Mandiri
Kab. Agam,Banuhampu,Cingkariang,0.8286,0.7833,0.6,0.7373,Maju
Kab. Agam,Banuhampu,Sungai Tanang,0.8114,0.7,0.6667,0.726,Maju
Kab. Agam,Ampek Angkek,Batu Taba,0.8743,0.8833,0.9333,0.897,Mandiri
Kab. Agam,Ampek Angkek,Biaro Gadang,0.8743,0.9667,0.6667,0.8359,Mandiri
Kab. Agam,Ampek Angkek,Lambah,0.9029,0.8333,0.8667,0.8676,Mandiri
Kab. Agam,Ampek Angkek,Panampuang,0.9429,0.8833,0.6667,0.831,Mandiri
Kab. Agam,Ampek Angkek,Ampang Gadang,0.9543,0.8333,0.8667,0.8848,Mandiri
Kab. Agam,Ampek Angkek,Pasia,0.9314,0.7167,0.6667,0.7716,Maju
Kab. Agam,Ampek Angkek,Balai Gurah,0.8971,0.75,0.8667,0.8379,Mandiri
Kab. Agam,Baso,Koto Tinggi,0.8171,0.7667,0.9333,0.839,Mandiri
Kab. Agam,Baso,Tabek Panjang,0.8686,0.9667,0.8667,0.9006,Mandiri
Kab. Agam,Baso,Simarasok,0.8114,0.7,0.7333,0.7483,Maju
Kab. Agam,Baso,Padang Tarok,0.96,0.7833,0.8,0.8478,Mandiri
Kab. Agam,Baso,Salo,0.9371,0.7667,0.6667,0.7902,Maju
Kab. Agam,Baso,Koto Baru,0.8514,0.8833,0.8667,0.8671,Mandiri
Kab. Agam,Baso,Sungai Cubadak,0.7429,0.6833,0.6667,0.6976,Berkembang
Kab. Agam,Baso,Koto Gadang,0.6457,0.6833,0.6,0.643,Berkembang
Kab. Agam,Tilatang Kamang,Koto Tangah,0.9371,0.95,0.6,0.829,Mandiri
Kab. Agam,Tilatang Kamang,Gadut,0.9714,0.9,0.8667,0.9127,Mandiri
Kab. Agam,Tilatang Kamang,Kapau,0.8743,0.6833,0.6,0.7192,Maju
Kab. Agam,Palupuh,Koto Rantang,0.8343,0.75,0.8,0.7948,Maju
Kab. Agam,Palupuh,Pasia Laweh,0.8686,0.8333,0.8,0.834,Mandiri
Kab. Agam,Palupuh,Pagadih,0.5943,0.65,0.8,0.6814,Berkembang
Kab. Agam,Palupuh,Nan Tujuah,0.8,0.5667,0.6,0.6556,Berkembang
Kab. Agam,Palupuh,Nan Limo,0.6971,0.5167,0.6667,0.6268,Berkembang
Kab. Agam,Palembayan,Baringin,0.8514,0.4833,0.8667,0.7338,Maju
Kab. Agam,Palembayan,Sipinang,0.8229,0.6167,0.6,0.6798,Berkembang
Kab. Agam,Palembayan,Sungai Puar,0.7486,0.6667,0.8667,0.7606,Maju
Kab. Agam,Palembayan,Ampek Koto Palembayan,0.7829,0.7333,0.8,0.7721,Maju
Kab. Agam,Palembayan,Tigo Koto Silungkang,0.7371,0.8,0.6,0.7124,Maju
Kab. Agam,Palembayan,Salareh Aia,0.8171,0.9333,1,0.9168,Mandiri
Kab. Agam,Palembayan,Salareh Aia Timur,0.7714,0.7167,0.6667,0.7183,Maju
Kab. Agam,Palembayan,Salareh Aia Utara,0.8286,0.7,0.8,0.7762,Maju
Kab. Agam,Palembayan,Salareh Aia Barat,0.7829,0.7333,0.8667,0.7943,Maju
Kab. Agam,Sungai Pua,Padang Laweh,0.7771,0.9,0.8,0.8257,Mandiri
Kab. Agam,Sungai Pua,Sungai Pua,0.9143,0.9333,0.9333,0.927,Mandiri
Kab. Agam,Sungai Pua,Batagak,0.7829,0.65,1,0.811,Maju
Kab. Agam,Sungai Pua,Batu Palano,0.8229,0.7167,0.8667,0.8021,Maju
Kab. Agam,Sungai Pua,Sariak,0.9029,0.75,0.8,0.8176,Mandiri
Kab. Agam,Ampek Nagari,Batu Kambing,0.9371,0.8,0.7333,0.8235,Mandiri
Kab. Agam,Ampek Nagari,Sitalang,0.8686,0.7,0.8667,0.8117,Maju
Kab. Agam,Ampek Nagari,Bawan,0.92,0.9,0.5333,0.7844,Maju
Kab. Agam,Ampek Nagari,Sitanang,0.72,0.6667,0.8,0.7289,Maju
Kab. Agam,Candung,Canduang Koto Laweh,0.8343,0.8667,0.8667,0.8559,Mandiri
Kab. Agam,Candung,Lasi,0.9029,0.9333,0.9333,0.9232,Mandiri
Kab. Agam,Candung,Bukik Batabuah,0.8629,0.8167,0.8,0.8265,Mandiri
Kab. Agam,Kamang Magek,Magek,0.8343,0.85,0.6,0.7614,Maju
Kab. Agam,Kamang Magek,Kamang Hilia,0.9029,0.8333,0.6,0.7787,Maju
Kab. Agam,Kamang Magek,Kamang Mudiak,0.8457,0.8,0.8,0.8152,Maju
Kab. Agam,Kamang Magek,Kamang Tangah Anam Suku,0.8629,0.85,0.6667,0.7932,Maju
Kab. Agam,Kamang Magek,Pauh Kamang Mudiak,0.68,0.5333,0.6667,0.6267,Berkembang
Kab. Agam,Malalak,Malalak Utara,0.8057,0.7667,0.6,0.7241,Maju
Kab. Agam,Malalak,Malalak Timur,0.7657,0.5833,0.9333,0.7608,Maju
Kab. Agam,Malalak,Malalak Selatan,0.8343,0.5833,0.9333,0.7837,Maju
Kab. Agam,Malalak,Malalak Barat,0.8114,0.5,0.9333,0.7483,Maju
Kab. Cianjur,Cianjur,Babakankaret,0.8571,0.8167,0.8,0.8246,Mandiri
Kab. Cianjur,Cianjur,Nagrak,0.9657,0.9667,0.9333,0.9552,Mandiri
Kab. Cianjur,Cianjur,Sukamaju,0.8514,0.7833,0.8667,0.8338,Mandiri
Kab. Cianjur,Cianjur,Mekarsari,0.9771,0.85,1,0.9424,Mandiri
Kab. Cianjur,Cianjur,Limbangansari,0.8171,0.8,0.8667,0.8279,Mandiri
Kab. Cianjur,Warungkondang,Jambudipa,0.9486,0.9,1,0.9495,Mandiri
Kab. Cianjur,Warungkondang,Cisarandi,0.8229,0.6833,0.6667,0.7243,Maju
Kab. Cianjur,Warungkondang,Cikaroya,0.8971,0.9333,1,0.9435,Mandiri
Kab. Cianjur,Warungkondang,Bunikasih,0.7943,0.7,0.8667,0.787,Maju
Kab. Cianjur,Warungkondang,Ciwalen,0.92,0.7,1,0.8733,Mandiri
Kab. Cianjur,Warungkondang,Tegallega,0.8286,0.75,0.6,0.7262,Maju
Kab. Cianjur,Warungkondang,Sukawangi,0.8686,0.6833,1,0.8506,Mandiri
Kab. Cianjur,Warungkondang,Bunisari,0.7257,0.8,0.8,0.7752,Maju
Kab. Cianjur,Warungkondang,Sukamulya,0.8229,0.5667,1,0.7965,Maju
Kab. Cianjur,Warungkondang,Cieundeur,0.8914,0.9667,1,0.9527,Mandiri
Kab. Cianjur,Warungkondang,Mekarwangi,0.8743,0.6667,0.8667,0.8025,Maju
Kab. Cianjur,Cibeber,Cipetir,0.7829,0.9167,1,0.8998,Mandiri
Kab. Cianjur,Cibeber,Cihaur,0.9371,0.9333,0.6667,0.8457,Mandiri
Kab. Cianjur,Cibeber,Cimanggu,0.8457,0.7667,0.9333,0.8486,Mandiri
Kab. Cianjur,Cibeber,Cibaregbeg,0.8,0.7,0.6667,0.7222,Maju
Kab. Cianjur,Cibeber,Sukaraharja,0.8114,0.5167,0.6667,0.6649,Berkembang
Kab. Cianjur,Cibeber,Peuteuycondong,0.88,0.8,0.8,0.8267,Mandiri
Kab. Cianjur,Cibeber,Mayak,0.8457,0.8167,0.9333,0.8652,Mandiri
Kab. Cianjur,Cibeber,Cikondang,0.9543,0.7833,0.8667,0.8681,Mandiri
Kab. Cianjur,Cibeber,Cibokor,0.7771,0.7333,0.8,0.7702,Maju
Kab. Cianjur,Cibeber,Selagedang,0.7143,0.65,0.5333,0.6325,Berkembang
Kab. Cianjur,Cibeber,Karangnunggal,0.7886,0.5333,0.8667,0.7295,Maju
Kab. Cianjur,Cibeber,Kanoman,0.7886,0.7,0.8667,0.7851,Maju
Kab. Cianjur,Cibeber,Sukamaju,0.76,0.5667,0.8,0.7089,Maju
Kab. Cianjur,Cibeber,Girimulya,0.7314,0.5167,0.8667,0.7049,Berkembang
Kab. Cianjur,Cibeber,Cisalak,0.8686,0.6667,0.9333,0.8229,Mandiri
Kab. Cianjur,Cibeber,Cibadak,0.8171,0.7167,0.8667,0.8002,Maju
Kab. Cianjur,Cibeber,Sukamanah,0.84,0.5667,0.9333,0.78,Maju
Kab. Cianjur,Cibeber,Salamnunggal,0.8514,0.6167,0.6667,0.7116,Maju
Kab. Cianjur,Cilaku,Rancagoong,0.9429,0.8667,0.8,0.8698,Mandiri
Kab. Cianjur,Cilaku,Sukasari,0.92,0.8667,1,0.9289,Mandiri
Kab. Cianjur,Cilaku,Sirnagalih,0.9429,0.85,0.9333,0.9087,Mandiri
Kab. Cianjur,Cilaku,Sukakerta,0.9257,0.8,1,0.9086,Mandiri
Kab. Cianjur,Cilaku,Cibinonghilir,0.9657,0.9333,1,0.9663,Mandiri
Kab. Cianjur,Cilaku,Rahong,0.8857,0.7667,0.5333,0.7286,Maju
Kab. Cianjur,Cilaku,Munjul,0.9486,0.6333,0.7333,0.7717,Maju
Kab. Cianjur,Cilaku,Sindangsari,0.8743,0.8667,0.6667,0.8025,Maju
Kab. Cianjur,Cilaku,Ciharashas,0.9657,0.8667,0.9333,0.9219,Mandiri
Kab. Cianjur,Cilaku,Mulyasari,0.8229,0.6833,0.8667,0.791,Maju
Kab. Cianjur,Ciranjang,Ciranjang,0.9543,0.9667,0.8667,0.9292,Mandiri
Kab. Cianjur,Ciranjang,Sindangjaya,0.9314,0.8167,0.9333,0.8938,Mandiri
Kab. Cianjur,Ciranjang,Cibiuk,0.9029,0.8667,0.8667,0.8787,Mandiri
Kab. Cianjur,Ciranjang,Gunungsari,0.9257,0.8833,0.8667,0.8919,Mandiri
Kab. Cianjur,Ciranjang,Karangwangi,0.9543,0.8333,0.6667,0.8181,Mandiri
Kab. Cianjur,Ciranjang,Nanggalamekar,0.9314,0.7333,0.8667,0.8438,Mandiri
Kab. Cianjur,Ciranjang,Kertajaya,0.9314,0.85,0.6667,0.816,Mandiri
Kab. Cianjur,Ciranjang,Sindangsari,0.9086,0.65,0.8,0.7862,Maju
Kab. Cianjur,Ciranjang,Mekargalih,0.8286,0.7167,0.6,0.7151,Maju
Kab. Cianjur,Bojongpicung,Hegarmanah,0.9086,0.7167,0.8667,0.8306,Mandiri
Kab. Cianjur,Bojongpicung,Bojongpicung,0.9029,0.8667,0.8667,0.8787,Mandiri
Kab. Cianjur,Bojongpicung,Cibarengkok,0.8343,0.7667,0.8667,0.8225,Mandiri
Kab. Cianjur,Bojongpicung,Kemang,0.8743,0.6167,0.7333,0.7414,Maju
Kab. Cianjur,Bojongpicung,Sukajaya,0.8286,0.6333,0.8,0.754,Maju
Kab. Cianjur,Bojongpicung,Jati,0.8686,0.7333,0.9333,0.8451,Mandiri
Kab. Cianjur,Bojongpicung,Cikondang,0.8457,0.65,0.8667,0.7875,Maju
Kab. Cianjur,Bojongpicung,Sukarama,0.8514,0.8667,0.8,0.8394,Mandiri
Kab. Cianjur,Bojongpicung,Sukaratu,0.7771,0.7667,0.7333,0.759,Maju
Kab. Cianjur,Bojongpicung,Neglasari,0.9143,0.85,0.8667,0.877,Mandiri
Kab. Cianjur,Bojongpicung,Jatisari,0.8971,0.7,0.8667,0.8213,Mandiri
Kab. Cianjur,Karangtengah,Sukamanah,0.8114,0.8,0.8667,0.826,Mandiri
Kab. Cianjur,Karangtengah,Bojong,0.8971,0.85,0.8667,0.8713,Mandiri
Kab. Cianjur,Karangtengah,Sindanglaka,0.8857,0.8,0.8,0.8286,Mandiri
Kab. Cianjur,Karangtengah,Maleber,0.9543,0.8333,0.8667,0.8848,Mandiri
Kab. Cianjur,Karangtengah,Ciherang,0.9771,0.7667,0.9333,0.8924,Mandiri
